,seriesID,year,period,month,value,footnotes,netchg_1mo,netchg_3mo,netchg_6mo,netchg_12mo,pctchg_1mo,pctchg_3mo,pctchg_6mo,pctchg_12mo,time_period,series_name
390,SMS23000000000000001,2024,M09,September,659.8,,1.0,2.8,3.1,6.4,0.2,0.4,0.5,1.0,2024-09-01,ME
391,SMS23000000000000001,2024,M08,August,658.8,,0.8,1.4,3.0,5.4,0.1,0.2,0.5,0.8,2024-08-01,ME
392,SMS23000000000000001,2024,M07,July,658.0,,1.0,3.3,1.8,4.3,0.2,0.5,0.3,0.7,2024-07-01,ME
393,SMS23000000000000001,2024,M06,June,657.0,,-0.4,0.3,3.1,4.0,-0.1,0.0,0.5,0.6,2024-06-01,ME
394,SMS23000000000000001,2024,M05,May,657.4,,2.7,1.6,3.8,7.1,0.4,0.2,0.6,1.1,2024-05-01,ME
395,SMS23000000000000001,2024,M04,April,654.7,,-2.0,-1.5,1.4,6.8,-0.3,-0.2,0.2,1.0,2024-04-01,ME
396,SMS23000000000000001,2024,M03,March,656.7,,0.9,2.8,3.3,10.0,0.1,0.4,0.5,1.5,2024-03-01,ME
397,SMS23000000000000001,2024,M02,February,655.8,,-0.4,2.2,2.4,8.7,-0.1,0.3,0.4,1.3,2024-02-01,ME
398,SMS23000000000000001,2024,M01,January,656.2,,2.3,2.9,2.5,8.7,0.4,0.4,0.4,1.3,2024-01-01,ME
399,SMS24000000000000001,2025,M09,September,2839.7,Preliminary,-9.0,-1.1,-5.9,4.0,-0.3,0.0,-0.2,0.1,2025-09-01,MD
400,SMS24000000000000001,2025,M08,August,2848.7,,-1.3,-1.1,1.1,13.7,0.0,0.0,0.0,0.5,2025-08-01,MD
401,SMS24000000000000001,2025,M07,July,2850.0,,9.2,2.0,3.6,11.7,0.3,0.1,0.1,0.4,2025-07-01,MD
402,SMS24000000000000001,2025,M06,June,2840.8,,-9.0,-4.8,0.2,11.6,-0.3,-0.2,0.0,0.4,2025-06-01,MD
403,SMS24000000000000001,2025,M05,May,2849.8,,1.8,2.2,12.3,24.8,0.1,0.1,0.4,0.9,2025-05-01,MD
404,SMS24000000000000001,2025,M04,April,2848.0,,2.4,1.6,22.0,24.3,0.1,0.1,0.8,0.9,2025-04-01,MD
405,SMS24000000000000001,2025,M03,March,2845.6,,-2.0,5.0,9.9,9.9,-0.1,0.2,0.3,0.3,2025-03-01,MD
406,SMS24000000000000001,2025,M02,February,2847.6,,1.2,10.1,12.6,15.8,0.0,0.4,0.4,0.6,2025-02-01,MD
407,SMS24000000000000001,2025,M01,January,2846.4,,5.8,20.4,8.1,15.3,0.2,0.7,0.3,0.5,2025-01-01,MD
408,SMS24000000000000001,2024,M12,December,2840.6,Correction,3.1,4.9,11.4,39.8,0.1,0.2,0.4,1.4,2024-12-01,MD
409,SMS24000000000000001,2024,M11,November,2837.5,Correction,11.5,2.5,12.5,41.2,0.4,0.1,0.4,1.5,2024-11-01,MD
410,SMS24000000000000001,2024,M10,October,2826.0,Correction,-9.7,-12.3,2.3,34.3,-0.3,-0.4,0.1,1.2,2024-10-01,MD
411,SMS24000000000000001,2024,M09,September,2835.7,,0.7,6.5,0.0,47.6,0.0,0.2,0.0,1.7,2024-09-01,MD
412,SMS24000000000000001,2024,M08,August,2835.0,,-3.3,10.0,3.2,48.9,-0.1,0.4,0.1,1.8,2024-08-01,MD
413,SMS24000000000000001,2024,M07,July,2838.3,,9.1,14.6,7.2,53.1,0.3,0.5,0.3,1.9,2024-07-01,MD
414,SMS24000000000000001,2024,M06,June,2829.2,,4.2,-6.5,28.4,42.3,0.1,-0.2,1.0,1.5,2024-06-01,MD
415,SMS24000000000000001,2024,M05,May,2825.0,,1.3,-6.8,28.7,47.0,0.0,-0.2,1.0,1.7,2024-05-01,MD
416,SMS24000000000000001,2024,M04,April,2823.7,,-12.0,-7.4,32.0,51.8,-0.4,-0.3,1.1,1.9,2024-04-01,MD
417,SMS24000000000000001,2024,M03,March,2835.7,,3.9,34.9,47.6,74.6,0.1,1.2,1.7,2.7,2024-03-01,MD
418,SMS24000000000000001,2024,M02,February,2831.8,,0.7,35.5,45.7,77.5,0.0,1.3,1.6,2.8,2024-02-01,MD
419,SMS24000000000000001,2024,M01,January,2831.1,,30.3,39.4,45.9,80.3,1.1,1.4,1.6,2.9,2024-01-01,MD
420,SMS25000000000000001,2025,M09,September,3709.0,Preliminary,-11.1,-16.2,-8.1,-9.2,-0.3,-0.4,-0.2,-0.2,2025-09-01,MA
421,SMS25000000000000001,2025,M08,August,3720.1,,-7.2,-8.8,5.8,3.1,-0.2,-0.2,0.2,0.1,2025-08-01,MA
422,SMS25000000000000001,2025,M07,July,3727.3,,2.1,2.1,8.4,10.9,0.1,0.1,0.2,0.3,2025-07-01,MA
423,SMS25000000000000001,2025,M06,June,3725.2,,-3.7,8.1,3.0,2.9,-0.1,0.2,0.1,0.1,2025-06-01,MA
424,SMS25000000000000001,2025,M05,May,3728.9,,3.7,14.6,13.7,5.3,0.1,0.4,0.4,0.1,2025-05-01,MA
425,SMS25000000000000001,2025,M04,April,3725.2,,8.1,6.3,9.3,6.1,0.2,0.2,0.3,0.2,2025-04-01,MA
426,SMS25000000000000001,2025,M03,March,3717.1,,2.8,-5.1,-1.1,-12.7,0.1,-0.1,0.0,-0.3,2025-03-01,MA
427,SMS25000000000000001,2025,M02,February,3714.3,,-4.6,-0.9,-2.7,-10.3,-0.1,0.0,-0.1,-0.3,2025-02-01,MA
428,SMS25000000000000001,2025,M01,January,3718.9,,-3.3,3.0,2.5,-6.1,-0.1,0.1,0.1,-0.2,2025-01-01,MA
429,SMS25000000000000001,2024,M12,December,3722.2,,7.0,4.0,-0.1,-5.8,0.2,0.1,0.0,-0.2,2024-12-01,MA
430,SMS25000000000000001,2024,M11,November,3715.2,,-0.7,-1.8,-8.4,-7.2,0.0,0.0,-0.2,-0.2,2024-11-01,MA
431,SMS25000000000000001,2024,M10,October,3715.9,,-2.3,-0.5,-3.2,-6.7,-0.1,0.0,-0.1,-0.2,2024-10-01,MA
432,SMS25000000000000001,2024,M09,September,3718.2,,1.2,-4.1,-11.6,-0.7,0.0,-0.1,-0.3,0.0,2024-09-01,MA
433,SMS25000000000000001,2024,M08,August,3717.0,,0.6,-6.6,-7.6,-1.6,0.0,-0.2,-0.2,0.0,2024-08-01,MA
434,SMS25000000000000001,2024,M07,July,3716.4,,-5.9,-2.7,-8.6,-1.1,-0.2,-0.1,-0.2,0.0,2024-07-01,MA
435,SMS25000000000000001,2024,M06,June,3722.3,,-1.3,-7.5,-5.7,9.2,0.0,-0.2,-0.2,0.2,2024-06-01,MA
436,SMS25000000000000001,2024,M05,May,3723.6,,4.5,-1.0,1.2,13.6,0.1,0.0,0.0,0.4,2024-05-01,MA
437,SMS25000000000000001,2024,M04,April,3719.1,,-10.7,-5.9,-3.5,11.4,-0.3,-0.2,-0.1,0.3,2024-04-01,MA
438,SMS25000000000000001,2024,M03,March,3729.8,,5.2,1.8,10.9,19.8,0.1,0.0,0.3,0.5,2024-03-01,MA
439,SMS25000000000000001,2024,M02,February,3724.6,,-0.4,2.2,6.0,16.0,0.0,0.1,0.2,0.4,2024-02-01,MA
440,SMS25000000000000001,2024,M01,January,3725.0,,-3.0,2.4,7.5,18.1,-0.1,0.1,0.2,0.5,2024-01-01,MA
441,SMS26000000000000001,2025,M09,September,4533.9,Preliminary,1.6,8.2,21.6,36.4,0.0,0.2,0.5,0.8,2025-09-01,MI
442,SMS26000000000000001,2025,M08,August,4532.3,,3.5,0.8,17.2,42.8,0.1,0.0,0.4,1.0,2025-08-01,MI
443,SMS26000000000000001,2025,M07,July,4528.8,,3.1,0.6,14.9,57.7,0.1,0.0,0.3,1.3,2025-07-01,MI
444,SMS26000000000000001,2025,M06,June,4525.7,,-5.8,13.4,16.2,38.4,-0.1,0.3,0.4,0.9,2025-06-01,MI
445,SMS26000000000000001,2025,M05,May,4531.5,,3.3,16.4,33.0,42.1,0.1,0.4,0.7,0.9,2025-05-01,MI
446,SMS26000000000000001,2025,M04,April,4528.2,,15.9,14.3,35.9,42.7,0.4,0.3,0.8,1.0,2025-04-01,MI
447,SMS26000000000000001,2025,M03,March,4512.3,,-2.8,2.8,14.8,25.9,-0.1,0.1,0.3,0.6,2025-03-01,MI
448,SMS26000000000000001,2025,M02,February,4515.1,,1.2,16.6,25.6,35.2,0.0,0.4,0.6,0.8,2025-02-01,MI
449,SMS26000000000000001,2025,M01,January,4513.9,,4.4,21.6,42.8,40.6,0.1,0.5,1.0,0.9,2025-01-01,MI
450,SMS26000000000000001,2024,M12,December,4509.5,,11.0,12.0,22.2,32.0,0.2,0.3,0.5,0.7,2024-12-01,MI
451,SMS26000000000000001,2024,M11,November,4498.5,,6.2,9.0,9.1,31.0,0.1,0.2,0.2,0.7,2024-11-01,MI
452,SMS26000000000000001,2024,M10,October,4492.3,,-5.2,21.2,6.8,37.6,-0.1,0.5,0.2,0.8,2024-10-01,MI
453,SMS26000000000000001,2024,M09,September,4497.5,,8.0,10.2,11.1,17.4,0.2,0.2,0.2,0.4,2024-09-01,MI
454,SMS26000000000000001,2024,M08,August,4489.5,,18.4,0.1,9.6,19.3,0.4,0.0,0.2,0.4,2024-08-01,MI
455,SMS26000000000000001,2024,M07,July,4471.1,,-16.2,-14.4,-2.2,-4.0,-0.4,-0.3,0.0,-0.1,2024-07-01,MI
456,SMS26000000000000001,2024,M06,June,4487.3,,-2.1,0.9,9.8,14.1,0.0,0.0,0.2,0.3,2024-06-01,MI
457,SMS26000000000000001,2024,M05,May,4489.4,,3.9,9.5,21.9,20.5,0.1,0.2,0.5,0.5,2024-05-01,MI
458,SMS26000000000000001,2024,M04,April,4485.5,,-0.9,12.2,30.8,32.0,0.0,0.3,0.7,0.7,2024-04-01,MI
459,SMS26000000000000001,2024,M03,March,4486.4,,6.5,8.9,6.3,46.8,0.1,0.2,0.1,1.1,2024-03-01,MI
460,SMS26000000000000001,2024,M02,February,4479.9,,6.6,12.4,9.7,42.9,0.1,0.3,0.2,1.0,2024-02-01,MI
461,SMS26000000000000001,2024,M01,January,4473.3,,-4.2,18.6,-1.8,41.9,-0.1,0.4,0.0,0.9,2024-01-01,MI
462,SMS27000000000000001,2025,M09,September,3060.0,Preliminary,6.1,12.3,8.7,42.1,0.2,0.4,0.3,1.4,2025-09-01,MN
463,SMS27000000000000001,2025,M08,August,3053.9,,6.7,-1.8,14.9,43.3,0.2,-0.1,0.5,1.4,2025-08-01,MN
464,SMS27000000000000001,2025,M07,July,3047.2,,-0.5,-2.2,9.0,38.9,0.0,-0.1,0.3,1.3,2025-07-01,MN
465,SMS27000000000000001,2025,M06,June,3047.7,,-8.0,-3.6,13.3,36.5,-0.3,-0.1,0.4,1.2,2025-06-01,MN
466,SMS27000000000000001,2025,M05,May,3055.7,,6.3,16.7,26.0,43.7,0.2,0.5,0.9,1.5,2025-05-01,MN
467,SMS27000000000000001,2025,M04,April,3049.4,,-1.9,11.2,23.9,40.2,-0.1,0.4,0.8,1.3,2025-04-01,MN
468,SMS27000000000000001,2025,M03,March,3051.3,,12.3,16.9,33.4,38.2,0.4,0.6,1.1,1.3,2025-03-01,MN
469,SMS27000000000000001,2025,M02,February,3039.0,,0.8,9.3,28.4,41.1,0.0,0.3,0.9,1.4,2025-02-01,MN
470,SMS27000000000000001,2025,M01,January,3038.2,,3.8,12.7,29.9,42.5,0.1,0.4,1.0,1.4,2025-01-01,MN
471,SMS27000000000000001,2024,M12,December,3034.4,,4.7,16.5,23.2,41.6,0.2,0.5,0.8,1.4,2024-12-01,MN
472,SMS27000000000000001,2024,M11,November,3029.7,,4.2,19.1,17.7,36.7,0.1,0.6,0.6,1.2,2024-11-01,MN
473,SMS27000000000000001,2024,M10,October,3025.5,,7.6,17.2,16.3,32.2,0.3,0.6,0.5,1.1,2024-10-01,MN
474,SMS27000000000000001,2024,M09,September,3017.9,,7.3,6.7,4.8,24.9,0.2,0.2,0.2,0.8,2024-09-01,MN
475,SMS27000000000000001,2024,M08,August,3010.6,,2.3,-1.4,12.7,24.4,0.1,0.0,0.4,0.8,2024-08-01,MN
476,SMS27000000000000001,2024,M07,July,3008.3,,-2.9,-0.9,12.6,22.0,-0.1,0.0,0.4,0.7,2024-07-01,MN
477,SMS27000000000000001,2024,M06,June,3011.2,,-0.8,-1.9,18.4,13.2,0.0,-0.1,0.6,0.4,2024-06-01,MN
478,SMS27000000000000001,2024,M05,May,3012.0,,2.8,14.1,19.0,28.5,0.1,0.5,0.6,1.0,2024-05-01,MN
479,SMS27000000000000001,2024,M04,April,3009.2,,-3.9,13.5,15.9,34.9,-0.1,0.5,0.5,1.2,2024-04-01,MN
480,SMS27000000000000001,2024,M03,March,3013.1,,15.2,20.3,20.1,36.6,0.5,0.7,0.7,1.2,2024-03-01,MN
481,SMS27000000000000001,2024,M02,February,2997.9,,2.2,4.9,11.7,24.8,0.1,0.2,0.4,0.8,2024-02-01,MN
482,SMS27000000000000001,2024,M01,January,2995.7,,2.9,2.4,9.4,28.1,0.1,0.1,0.3,0.9,2024-01-01,MN
483,SMS28000000000000001,2025,M09,September,1205.5,Preliminary,-1.1,4.7,7.8,14.7,-0.1,0.4,0.7,1.2,2025-09-01,MS
484,SMS28000000000000001,2025,M08,August,1206.6,,3.8,6.1,7.3,17.3,0.3,0.5,0.6,1.5,2025-08-01,MS
485,SMS28000000000000001,2025,M07,July,1202.8,,2.0,2.5,3.5,14.2,0.2,0.2,0.3,1.2,2025-07-01,MS
486,SMS28000000000000001,2025,M06,June,1200.8,,0.3,3.1,6.0,15.1,0.0,0.3,0.5,1.3,2025-06-01,MS
487,SMS28000000000000001,2025,M05,May,1200.5,,0.2,1.2,4.0,14.0,0.0,0.1,0.3,1.2,2025-05-01,MS
488,SMS28000000000000001,2025,M04,April,1200.3,,2.6,1.0,2.3,13.2,0.2,0.1,0.2,1.1,2025-04-01,MS
489,SMS28000000000000001,2025,M03,March,1197.7,,-1.6,2.9,6.9,9.4,-0.1,0.2,0.6,0.8,2025-03-01,MS
490,SMS28000000000000001,2025,M02,February,1199.3,,0.0,2.8,10.0,14.9,0.0,0.2,0.8,1.3,2025-02-01,MS
491,SMS28000000000000001,2025,M01,January,1199.3,,4.5,1.3,10.7,16.9,0.4,0.1,0.9,1.4,2025-01-01,MS
492,SMS28000000000000001,2024,M12,December,1194.8,,-1.7,4.0,9.1,14.8,-0.1,0.3,0.8,1.3,2024-12-01,MS
493,SMS28000000000000001,2024,M11,November,1196.5,,-1.5,7.2,10.0,15.6,-0.1,0.6,0.8,1.3,2024-11-01,MS
494,SMS28000000000000001,2024,M10,October,1198.0,,7.2,9.4,10.9,16.1,0.6,0.8,0.9,1.4,2024-10-01,MS
495,SMS28000000000000001,2024,M09,September,1190.8,,1.5,5.1,2.5,7.8,0.1,0.4,0.2,0.7,2024-09-01,MS
496,SMS28000000000000001,2024,M08,August,1189.3,,0.7,2.8,4.9,7.9,0.1,0.2,0.4,0.7,2024-08-01,MS
497,SMS28000000000000001,2024,M07,July,1188.6,,2.9,1.5,6.2,8.4,0.2,0.1,0.5,0.7,2024-07-01,MS
498,SMS28000000000000001,2024,M06,June,1185.7,,-0.8,-2.6,5.7,1.5,-0.1,-0.2,0.5,0.1,2024-06-01,MS
499,SMS28000000000000001,2024,M05,May,1186.5,,-0.6,2.1,5.6,4.6,-0.1,0.2,0.5,0.4,2024-05-01,MS
500,SMS28000000000000001,2024,M04,April,1187.1,,-1.2,4.7,5.2,6.7,-0.1,0.4,0.4,0.6,2024-04-01,MS
501,SMS28000000000000001,2024,M03,March,1188.3,,3.9,8.3,5.3,8.2,0.3,0.7,0.4,0.7,2024-03-01,MS
502,SMS28000000000000001,2024,M02,February,1184.4,,2.0,3.5,3.0,4.5,0.2,0.3,0.3,0.4,2024-02-01,MS
503,SMS28000000000000001,2024,M01,January,1182.4,,2.4,0.5,2.2,1.9,0.2,0.0,0.2,0.2,2024-01-01,MS
504,SMS29000000000000001,2025,M09,September,3041.2,Preliminary,18.3,28.9,40.0,48.9,0.6,1.0,1.3,1.6,2025-09-01,MO
505,SMS29000000000000001,2025,M08,August,3022.9,,-4.8,16.0,30.5,35.0,-0.2,0.5,1.0,1.2,2025-08-01,MO
506,SMS29000000000000001,2025,M07,July,3027.7,,15.4,29.1,46.3,47.6,0.5,1.0,1.6,1.6,2025-07-01,MO
507,SMS29000000000000001,2025,M06,June,3012.3,,5.4,11.1,12.3,23.1,0.2,0.4,0.4,0.8,2025-06-01,MO
508,SMS29000000000000001,2025,M05,May,3006.9,,8.3,14.5,12.3,15.5,0.3,0.5,0.4,0.5,2025-05-01,MO
509,SMS29000000000000001,2025,M04,April,2998.6,,-2.6,17.2,-0.8,8.2,-0.1,0.6,0.0,0.3,2025-04-01,MO
510,SMS29000000000000001,2025,M03,March,3001.2,,8.8,1.2,8.9,15.1,0.3,0.0,0.3,0.5,2025-03-01,MO
511,SMS29000000000000001,2025,M02,February,2992.4,,11.0,-2.2,4.5,8.8,0.4,-0.1,0.2,0.3,2025-02-01,MO
512,SMS29000000000000001,2025,M01,January,2981.4,,-18.6,-18.0,1.3,9.3,-0.6,-0.6,0.0,0.3,2025-01-01,MO
513,SMS29000000000000001,2024,M12,December,3000.0,,5.4,7.7,10.8,21.4,0.2,0.3,0.4,0.7,2024-12-01,MO
514,SMS29000000000000001,2024,M11,November,2994.6,,-4.8,6.7,3.2,19.1,-0.2,0.2,0.1,0.6,2024-11-01,MO
515,SMS29000000000000001,2024,M10,October,2999.4,,7.1,19.3,9.0,27.1,0.2,0.6,0.3,0.9,2024-10-01,MO
516,SMS29000000000000001,2024,M09,September,2992.3,,4.4,3.1,6.2,17.8,0.1,0.1,0.2,0.6,2024-09-01,MO
517,SMS29000000000000001,2024,M08,August,2987.9,,7.8,-3.5,4.3,25.2,0.3,-0.1,0.1,0.9,2024-08-01,MO
518,SMS29000000000000001,2024,M07,July,2980.1,,-9.1,-10.3,8.0,8.5,-0.3,-0.3,0.3,0.3,2024-07-01,MO
519,SMS29000000000000001,2024,M06,June,2989.2,,-2.2,3.1,10.6,19.0,-0.1,0.1,0.4,0.6,2024-06-01,MO
520,SMS29000000000000001,2024,M05,May,2991.4,,1.0,7.8,15.9,28.6,0.0,0.3,0.5,1.0,2024-05-01,MO
521,SMS29000000000000001,2024,M04,April,2990.4,,4.3,18.3,18.1,27.0,0.1,0.6,0.6,0.9,2024-04-01,MO
522,SMS29000000000000001,2024,M03,March,2986.1,,2.5,7.5,11.6,23.0,0.1,0.3,0.4,0.8,2024-03-01,MO
523,SMS29000000000000001,2024,M02,February,2983.6,,11.5,8.1,20.9,23.4,0.4,0.3,0.7,0.8,2024-02-01,MO
524,SMS29000000000000001,2024,M01,January,2972.1,,-6.5,-0.2,0.5,14.2,-0.2,0.0,0.0,0.5,2024-01-01,MO
525,SMS30000000000000001,2025,M09,September,528.9,Preliminary,-0.3,0.3,3.1,0.9,-0.1,0.1,0.6,0.2,2025-09-01,MT
526,SMS30000000000000001,2025,M08,August,529.2,,-0.6,0.0,4.6,1.1,-0.1,0.0,0.9,0.2,2025-08-01,MT
527,SMS30000000000000001,2025,M07,July,529.8,,1.2,3.4,1.8,1.1,0.2,0.6,0.3,0.2,2025-07-01,MT
528,SMS30000000000000001,2025,M06,June,528.6,,-0.6,2.8,0.4,-0.7,-0.1,0.5,0.1,-0.1,2025-06-01,MT
529,SMS30000000000000001,2025,M05,May,529.2,,2.8,4.6,2.6,2.7,0.5,0.9,0.5,0.5,2025-05-01,MT
530,SMS30000000000000001,2025,M04,April,526.4,,0.6,-1.6,0.4,1.8,0.1,-0.3,0.1,0.3,2025-04-01,MT
531,SMS30000000000000001,2025,M03,March,525.8,,1.2,-2.4,-2.2,2.5,0.2,-0.5,-0.4,0.5,2025-03-01,MT
532,SMS30000000000000001,2025,M02,February,524.6,,-3.4,-2.0,-3.5,2.8,-0.6,-0.4,-0.7,0.5,2025-02-01,MT
533,SMS30000000000000001,2025,M01,January,528.0,,-0.2,2.0,-0.7,7.1,0.0,0.4,-0.1,1.4,2025-01-01,MT
534,SMS30000000000000001,2024,M12,December,528.2,,1.6,0.2,-1.1,6.0,0.3,0.0,-0.2,1.1,2024-12-01,MT
535,SMS30000000000000001,2024,M11,November,526.6,,0.6,-1.5,0.1,5.1,0.1,-0.3,0.0,1.0,2024-11-01,MT
536,SMS30000000000000001,2024,M10,October,526.0,,-2.0,-2.7,1.4,4.6,-0.4,-0.5,0.3,0.9,2024-10-01,MT
537,SMS30000000000000001,2024,M09,September,528.0,,-0.1,-1.3,4.7,7.5,0.0,-0.2,0.9,1.4,2024-09-01,MT
538,SMS30000000000000001,2024,M08,August,528.1,,-0.6,1.6,6.3,7.4,-0.1,0.3,1.2,1.4,2024-08-01,MT
539,SMS30000000000000001,2024,M07,July,528.7,,-0.6,4.1,7.8,10.0,-0.1,0.8,1.5,1.9,2024-07-01,MT
540,SMS30000000000000001,2024,M06,June,529.3,,2.8,6.0,7.1,9.0,0.5,1.1,1.4,1.7,2024-06-01,MT
541,SMS30000000000000001,2024,M05,May,526.5,,1.9,4.7,5.0,8.4,0.4,0.9,1.0,1.6,2024-05-01,MT
542,SMS30000000000000001,2024,M04,April,524.6,,1.3,3.7,3.2,6.5,0.2,0.7,0.6,1.3,2024-04-01,MT
543,SMS30000000000000001,2024,M03,March,523.3,,1.5,1.1,2.8,5.2,0.3,0.2,0.5,1.0,2024-03-01,MT
544,SMS30000000000000001,2024,M02,February,521.8,,0.9,0.3,1.1,4.1,0.2,0.1,0.2,0.8,2024-02-01,MT
545,SMS30000000000000001,2024,M01,January,520.9,,-1.3,-0.5,2.2,3.6,-0.2,-0.1,0.4,0.7,2024-01-01,MT
546,SMS31000000000000001,2025,M09,September,1061.5,Preliminary,-2.0,-5.2,0.6,2.4,-0.2,-0.5,0.1,0.2,2025-09-01,NE
547,SMS31000000000000001,2025,M08,August,1063.5,,0.5,-2.3,4.4,6.0,0.0,-0.2,0.4,0.6,2025-08-01,NE
548,SMS31000000000000001,2025,M07,July,1063.0,,-3.7,-0.2,3.7,5.8,-0.3,0.0,0.3,0.5,2025-07-01,NE
549,SMS31000000000000001,2025,M06,June,1066.7,,0.9,5.8,6.4,8.9,0.1,0.5,0.6,0.8,2025-06-01,NE
550,SMS31000000000000001,2025,M05,May,1065.8,,2.6,6.7,6.5,7.4,0.2,0.6,0.6,0.7,2025-05-01,NE
551,SMS31000000000000001,2025,M04,April,1063.2,,2.3,3.9,2.6,5.8,0.2,0.4,0.2,0.5,2025-04-01,NE
552,SMS31000000000000001,2025,M03,March,1060.9,,1.8,0.6,1.8,2.1,0.2,0.1,0.2,0.2,2025-03-01,NE
553,SMS31000000000000001,2025,M02,February,1059.1,,-0.2,-0.2,1.6,3.8,0.0,0.0,0.2,0.4,2025-02-01,NE
554,SMS31000000000000001,2025,M01,January,1059.3,,-1.0,-1.3,2.1,9.1,-0.1,-0.1,0.2,0.9,2025-01-01,NE
555,SMS31000000000000001,2024,M12,December,1060.3,,1.0,1.2,2.5,6.4,0.1,0.1,0.2,0.6,2024-12-01,NE
556,SMS31000000000000001,2024,M11,November,1059.3,,-1.3,1.8,0.9,6.9,-0.1,0.2,0.1,0.7,2024-11-01,NE
557,SMS31000000000000001,2024,M10,October,1060.6,,1.5,3.4,3.2,7.5,0.1,0.3,0.3,0.7,2024-10-01,NE
558,SMS31000000000000001,2024,M09,September,1059.1,,1.6,1.3,0.3,5.5,0.2,0.1,0.0,0.5,2024-09-01,NE
559,SMS31000000000000001,2024,M08,August,1057.5,,0.3,-0.9,2.2,6.7,0.0,-0.1,0.2,0.6,2024-08-01,NE
560,SMS31000000000000001,2024,M07,July,1057.2,,-0.6,-0.2,7.0,7.3,-0.1,0.0,0.7,0.7,2024-07-01,NE
561,SMS31000000000000001,2024,M06,June,1057.8,,-0.6,-1.0,3.9,2.9,-0.1,-0.1,0.4,0.3,2024-06-01,NE
562,SMS31000000000000001,2024,M05,May,1058.4,,1.0,3.1,6.0,10.9,0.1,0.3,0.6,1.0,2024-05-01,NE
563,SMS31000000000000001,2024,M04,April,1057.4,,-1.4,7.2,4.3,11.6,-0.1,0.7,0.4,1.1,2024-04-01,NE
564,SMS31000000000000001,2024,M03,March,1058.8,,3.5,4.9,5.2,16.0,0.3,0.5,0.5,1.5,2024-03-01,NE
565,SMS31000000000000001,2024,M02,February,1055.3,,5.1,2.9,4.5,13.0,0.5,0.3,0.4,1.2,2024-02-01,NE
566,SMS31000000000000001,2024,M01,January,1050.2,,-3.7,-2.9,0.3,9.8,-0.4,-0.3,0.0,0.9,2024-01-01,NE
567,SMS32000000000000001,2025,M09,September,1575.6,Preliminary,5.1,2.4,0.1,2.1,0.3,0.2,0.0,0.1,2025-09-01,NV
568,SMS32000000000000001,2025,M08,August,1570.5,,-3.4,-6.8,-2.7,0.3,-0.2,-0.4,-0.2,0.0,2025-08-01,NV
569,SMS32000000000000001,2025,M07,July,1573.9,,0.7,-6.0,0.1,6.9,0.0,-0.4,0.0,0.4,2025-07-01,NV
570,SMS32000000000000001,2025,M06,June,1573.2,,-4.1,-2.3,-7.2,4.7,-0.3,-0.1,-0.5,0.3,2025-06-01,NV
571,SMS32000000000000001,2025,M05,May,1577.3,,-2.6,4.1,4.8,6.8,-0.2,0.3,0.3,0.4,2025-05-01,NV
572,SMS32000000000000001,2025,M04,April,1579.9,,4.4,6.1,7.7,9.8,0.3,0.4,0.5,0.6,2025-04-01,NV
573,SMS32000000000000001,2025,M03,March,1575.5,,2.3,-4.9,2.0,10.1,0.1,-0.3,0.1,0.6,2025-03-01,NV
574,SMS32000000000000001,2025,M02,February,1573.2,,-0.6,0.7,3.0,7.4,0.0,0.0,0.2,0.5,2025-02-01,NV
575,SMS32000000000000001,2025,M01,January,1573.8,,-6.6,1.6,6.8,13.0,-0.4,0.1,0.4,0.8,2025-01-01,NV
576,SMS32000000000000001,2024,M12,December,1580.4,,7.9,6.9,11.9,17.5,0.5,0.4,0.8,1.1,2024-12-01,NV
577,SMS32000000000000001,2024,M11,November,1572.5,,0.3,2.3,2.0,14.4,0.0,0.1,0.1,0.9,2024-11-01,NV
578,SMS32000000000000001,2024,M10,October,1572.2,,-1.3,5.2,2.1,17.5,-0.1,0.3,0.1,1.1,2024-10-01,NV
579,SMS32000000000000001,2024,M09,September,1573.5,,3.3,5.0,8.1,20.8,0.2,0.3,0.5,1.3,2024-09-01,NV
580,SMS32000000000000001,2024,M08,August,1570.2,,3.2,-0.3,4.4,28.0,0.2,0.0,0.3,1.8,2024-08-01,NV
581,SMS32000000000000001,2024,M07,July,1567.0,,-1.5,-3.1,6.2,27.7,-0.1,-0.2,0.4,1.8,2024-07-01,NV
582,SMS32000000000000001,2024,M06,June,1568.5,,-2.0,3.1,5.6,28.5,-0.1,0.2,0.4,1.9,2024-06-01,NV
583,SMS32000000000000001,2024,M05,May,1570.5,,0.4,4.7,12.4,38.4,0.0,0.3,0.8,2.5,2024-05-01,NV
584,SMS32000000000000001,2024,M04,April,1570.1,,4.7,9.3,15.4,43.0,0.3,0.6,1.0,2.8,2024-04-01,NV
585,SMS32000000000000001,2024,M03,March,1565.4,,-0.4,2.5,12.7,40.2,0.0,0.2,0.8,2.6,2024-03-01,NV
586,SMS32000000000000001,2024,M02,February,1565.8,,5.0,7.7,23.6,43.4,0.3,0.5,1.5,2.9,2024-02-01,NV
587,SMS32000000000000001,2024,M01,January,1560.8,,-2.1,6.1,21.5,41.8,-0.1,0.4,1.4,2.8,2024-01-01,NV
588,SMS33000000000000001,2025,M09,September,708.7,Preliminary,1.9,-1.6,-2.0,4.3,0.3,-0.2,-0.3,0.6,2025-09-01,NH
